test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,First Charge Test,00:00:30,global information,300,300,0,10,6.35,9.4,252.6,7.85,8.46,14.2,19.22,14.29,0,0,0,0
